customer_id,campaign,response,response_date,purchase,purchase_date,product_id,Rowid,age,age_youngest_child,average#balance#feed#index,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,X_random
101,2,0, ,0, , ,23,32,1,0,Kingsville,32,F,0,0,0,32,14783,S,2,-6,0,6,0,0,0,25,42,0,2
105,2,0, ,0, , ,24,31,0,0,Princeton,31,F,0,0,0,32,14783,S,2,17,24,6,0,0,0,25,42,0,3
106,2,0, ,0, , ,25,36,7,0,Kingsville,36,F,0,0,0,32,14783,M,2,-1,0,6,1,0,0,25,42,0,2
112,2,0, ,0, , ,26,50,23,0,Foxton,50,F,0,0,0,40,14972,U,1,-5,0,4,0,0,0,20,38,0,3
112,3,0, ,0, , ,27,50,23,0,Foxton,50,F,0,0,0,40,14972,U,1,-5,0,4,0,0,0,20,38,0,3
121,2,1,7/10/2006 0:00:00,0, ,421,1184,49,18,241,Queensbury,49,F,0,0,0,77,15494,M,7,28,36,1,1,2,1,6,16,10.3522996902466,1
132,2,0, ,0, , ,28,38,11,397,Kingsville,38,F,0,0,0,38,15512,S,5,30,36,5,1,5,4,11,49,13.5873003005981,2
135,2,0, ,0, , ,29,25,0,0,Ravensville,25,F,0,0,0,60,15533,S,3,-3,0,2,2,1,0,9,29,0,2
139,3,0, ,0, , ,30,38,9,0,Queensbury,38,M,0,0,0,60,15535,U,7,19,24,1,1,0,0,15,24,0,1
139,2,0, ,0, , ,31,38,9,0,Queensbury,38,M,0,0,0,60,15535,U,7,19,24,1,1,0,0,15,24,0,1
147,2,0, ,0, , ,32,37,7,0,Princeton,37,M,0,0,0,58,15562,M,7,11,24,1,0,0,0,10,31,0,3
155,2,0, ,0, , ,33,42,14,0,Ravensville,42,F,0,0,0,58,15562,U,7,-2,0,1,2,0,0,10,31,0,1
155,3,0, ,0, , ,34,42,14,0,Ravensville,42,F,0,0,0,58,15562,U,7,-2,0,1,2,0,0,10,31,0,1
156,2,0, ,0, , ,35,34,5,0,Kingsville,34,M,0,0,0,58,15562,S,7,27,36,1,0,0,0,10,31,0,3
156,3,0, ,0, , ,36,34,5,0,Kingsville,34,M,0,0,0,58,15562,S,7,27,36,1,0,0,0,10,31,0,3
159,2,0, ,0, , ,37,23,0,0,Ravensville,23,M,0,0,0,58,15562,S,7,7,12,1,0,0,0,10,31,0,1
161,2,0, ,0, , ,38,54,29,76,Ravensville,54,M,0,0,0,42,15576,S,1,39,48,4,0,2,1,17,40,7.70233011245728,1
161,3,0, ,0, , ,39,54,29,76,Ravensville,54,M,0,0,0,42,15576,S,1,39,48,4,0,2,1,17,40,7.70233011245728,1
162,2,0, ,0, , ,40,31,0,102,Ravensville,31,M,0,0,0,42,15576,S,2,6,12,4,1,3,2,17,40,8.56066036224365,1
164,2,0, ,0, , ,41,35,6,0,Foxton,35,F,0,0,0,42,15576,S,2,-3,0,4,1,1,0,17,40,0,3
164,3,0, ,0, , ,42,35,6,0,Foxton,35,F,0,0,0,42,15576,S,2,-3,0,4,1,1,0,17,40,0,3
181,3,0, ,0, , ,43,77,48,139,Princeton,77,M,0,0,0,60,16292,M,2,36,48,1,2,4,3,16,23,9.79160022735596,2
181,2,0, ,0, , ,44,77,48,139,Princeton,77,M,0,0,0,60,16292,M,2,36,48,1,2,4,3,16,23,9.79160022735596,2
183,2,1,7/6/2006 0:00:00,0, ,421,840,57,28,499,Foxton,57,F,0,0,0,60,16292,S,2,15,24,1,7,1,1,16,23,10.298999786377,2
187,3,0, ,0, , ,45,40,11,0,Ravensville,40,M,0,0,0,54,16265,S,6,37,48,2,0,0,0,15,29,0,2
187,2,0, ,0, , ,46,40,11,0,Ravensville,40,M,0,0,0,54,16265,S,6,37,48,2,0,0,0,15,29,0,2
191,2,0, ,0, , ,47,24,0,0,Queensbury,24,F,0,0,0,60,16287,S,3,17,24,1,1,0,0,7,32,0,3
193,2,0, ,0, , ,48,40,10,34,Princeton,40,F,0,0,0,60,16287,U,3,41,48,1,0,1,1,7,32,11.5633001327515,2
193,3,0, ,0, , ,49,40,10,34,Princeton,40,F,0,0,0,60,16287,U,3,41,48,1,0,1,1,7,32,11.5633001327515,2
196,2,0, ,0, , ,50,52,24,0,Kingsville,52,F,0,0,0,60,16287,U,2,12,24,1,2,0,0,7,32,0,2
199,2,0, ,0, , ,51,37,3,0,Ravensville,37,F,0,0,0,60,16287,S,3,39,48,1,0,0,0,7,32,0,1
203,2,0, ,0, , ,52,46,17,0,Princeton,46,F,0,0,0,41,16347,S,7,30,36,4,1,0,0,11,46,0,2
203,3,0, ,0, , ,53,46,17,0,Princeton,46,F,0,0,0,41,16347,S,7,30,36,4,1,0,0,11,46,0,2
204,2,0, ,0, , ,54,18,0,412,Queensbury,18,F,0,0,0,41,16347,S,7,19,24,4,1,5,5,11,46,11.9293003082275,1
210,2,0, ,0, , ,55,42,13,107,Ravensville,42,F,0,0,0,57,16959,U,2,40,48,2,2,3,2,9,33,9.57065963745117,3
210,3,0, ,0, , ,56,42,13,107,Ravensville,42,F,0,0,0,57,16959,U,2,40,48,2,2,3,2,9,33,9.57065963745117,3
218,2,0, ,0, , ,57,45,17,0,Catburg,45,F,0,0,0,68,17173,M,5,-1,0,0,2,1,0,6,24,0,2
222,2,0, ,0, , ,58,29,2,0,Catburg,29,M,0,0,0,66,17202,U,6,26,36,0,1,0,0,7,26,0,2
224,2,0, ,0, , ,59,34,8,0,Queensbury,34,F,0,0,0,66,17202,M,6,-7,0,0,0,0,0,7,26,0,2
228,2,0, ,0, , ,60,67,36,138,Queensbury,67,M,0,0,0,52,17416,S,2,37,48,3,0,4,2,13,34,8.95732021331787,1
228,3,0, ,0, , ,61,67,36,138,Queensbury,67,M,0,0,0,52,17416,S,2,37,48,3,0,4,2,13,34,8.95732021331787,1
234,2,0, ,0, , ,62,29,0,0,Queensbury,29,F,0,0,0,52,17570,S,5,22,24,3,0,0,0,12,35,0,3
236,3,0, ,0, , ,63,41,13,80,Ravensville,41,M,0,0,0,61,17790,M,7,27,36,1,1,3,2,6,31,13.4406995773315,2
236,2,0, ,0, , ,64,41,13,80,Ravensville,41,M,0,0,0,61,17790,M,7,27,36,1,1,3,2,6,31,13.4406995773315,2
237,2,0, ,0, , ,65,38,11,0,Princeton,38,M,0,0,0,61,17790,S,7,6,12,1,0,0,0,6,31,0,1
245,2,0, ,0, , ,66,32,7,0,Princeton,32,F,0,0,0,61,17790,S,7,-3,0,1,0,1,0,6,31,0,1
250,2,0, ,0, , ,67,41,9,384,Princeton,41,M,0,0,0,61,17790,U,7,10,12,1,0,4,2,6,31,9.45800018310547,1
252,2,0, ,0, , ,68,43,14,0,Ravensville,43,F,0,0,0,61,17790,S,7,6,12,1,0,0,0,6,31,0,3
255,2,0, ,0, , ,69,28,0,0,Queensbury,28,M,0,0,0,61,17790,S,7,13,24,1,1,0,0,6,31,0,3
257,2,0, ,0, , ,70,55,26,0,Foxton,55,F,0,0,0,61,17790,S,6,7,12,1,1,0,0,6,31,0,2
259,2,0, ,0, , ,71,34,4,0,Foxton,34,F,0,0,0,61,17790,S,7,18,24,1,1,0,0,6,31,0,3
260,2,0, ,0, , ,72,47,15,0,Ravensville,47,F,0,0,0,61,17790,S,7,13,24,1,0,0,0,6,31,0,1
265,3,0, ,0, , ,73,50,24,335,Foxton,50,M,0,0,0,61,17790,S,6,27,36,1,0,1,1,6,31,9.19900035858154,2
265,2,0, ,0, , ,74,50,24,335,Foxton,50,M,0,0,0,61,17790,S,6,27,36,1,0,1,1,6,31,9.19900035858154,2
271,2,0, ,0, , ,75,24,0,139,Catburg,24,F,0,1,0,54,17751,S,2,40,48,2,4,3,2,6,39,9.1613302230835,2
281,2,0, ,0, , ,76,34,5,208,Foxton,34,M,0,0,0,54,17751,U,2,6,12,2,0,3,1,6,39,7.58900022506714,3
289,2,0, ,0, , ,77,50,21,180,Catburg,50,M,0,0,0,51,17774,S,3,21,24,3,4,4,3,5,43,10.3266000747681,2
290,2,0, ,0, , ,78,45,18,288,Princeton,45,F,0,0,0,51,17774,U,4,5,12,3,0,4,2,5,43,8.5546703338623,3
295,2,0, ,0, , ,79,50,19,140,Ravensville,50,F,0,0,0,51,17774,M,3,5,12,3,1,3,2,5,43,8.46133041381836,1
295,3,0, ,0, , ,80,50,19,140,Ravensville,50,F,0,0,0,51,17774,M,3,5,12,3,1,3,2,5,43,8.46133041381836,1
298,2,0, ,0, , ,81,37,13,384,Catburg,37,M,0,0,0,51,17774,U,4,10,12,3,1,4,1,5,43,8.98233032226562,3
301,2,1,7/22/2006 0:00:00,1, ,421,2144,46,20,841,Queensbury,46,M,0,0,0,51,17774,U,3,36,48,3,1,4,3,5,43,10.2569999694824,2
53200,3,0, ,0, , ,16588,40,15,406,Ravensville,40,F,0,0,0,54,51938,M,7,10,12,2,1,5,9,11,34,15.6721000671387,1
53200,2,0, ,0, , ,16589,40,15,406,Ravensville,40,F,0,0,0,54,51938,M,7,10,12,2,1,5,9,11,34,15.6721000671387,1
53203,2,0, ,0, , ,16590,27,0,0,Ravensville,27,M,0,0,0,58,51881,S,3,19,24,1,0,0,0,13,27,0,3
53209,2,0, ,0, , ,16591,55,24,0,Kingsville,55,F,0,0,0,60,51893,S,1,-2,0,1,3,2,0,5,33,0,2
53214,2,0, ,0, , ,16592,43,13,131,Kingsville,43,M,0,0,0,59,51862,S,7,17,24,2,1,3,2,8,32,11.2512998580933,1
53226,2,0, ,0, , ,16593,43,12,356,Kingsville,43,M,0,0,0,50,51929,M,6,8,12,3,2,1,1,15,34,11.8156995773315,1
53226,3,0, ,0, , ,16594,43,12,356,Kingsville,43,M,0,0,0,50,51929,M,6,8,12,3,2,1,1,15,34,11.8156995773315,1
53233,3,0, ,0, , ,16595,43,13,282,Ravensville,43,F,0,0,0,52,51915,S,5,22,24,3,1,2,1,12,34,9.31233024597168,1
53233,4,0, ,0, , ,16596,43,13,282,Ravensville,43,F,0,0,0,52,51915,S,5,22,24,3,1,2,1,12,34,9.31233024597168,1
53234,2,1,7/7/2006 0:00:00,0, ,183,969,41,10,405,Queensbury,41,M,0,0,0,57,51884,M,5,28,36,2,2,2,2,13,29,8.76799964904785,3
53237,2,0, ,0, , ,16597,44,14,0,Catburg,44,M,0,0,0,39,51925,S,6,-6,0,5,0,0,0,20,39,0,3
53237,3,0, ,0, , ,16598,44,14,0,Catburg,44,M,0,0,0,39,51925,S,6,-6,0,5,0,0,0,20,39,0,3
53251,2,0, ,0, , ,16599,47,17,0,Princeton,47,F,0,0,0,47,51932,S,2,22,24,4,1,0,0,13,39,0,2
53257,2,0, ,0, , ,16600,44,15,0,Catburg,44,F,0,0,0,41,51907,M,6,10,12,5,1,0,0,14,44,0,2
53263,2,0, ,0, , ,16601,60,28,656,Princeton,60,M,0,0,0,52,51854,U,4,20,24,2,0,1,6,16,31,12.7954998016357,1
53263,3,0, ,0, , ,16602,60,28,656,Princeton,60,M,0,0,0,52,51854,U,4,20,24,2,0,1,6,16,31,12.7954998016357,1
53265,2,0, ,0, , ,16603,35,9,420,Princeton,35,F,0,0,0,42,51857,U,4,16,24,4,1,4,7,11,45,13.7959995269775,2
53267,3,0, ,0, , ,16604,33,6,154,Queensbury,33,M,0,0,0,48,51901,M,4,39,48,3,2,3,2,24,26,8.44894981384277,1
53267,2,0, ,0, , ,16605,33,6,154,Queensbury,33,M,0,0,0,48,51901,M,4,39,48,3,2,3,2,24,26,8.44894981384277,1
53271,1,0, ,0, , ,16606,40,12,275,Foxton,40,M,0,0,0,61,51895,M,6,40,48,1,0,4,3,13,25,9.55889987945557,1
53272,3,0, ,0, , ,16607,33,0,0,Kingsville,33,F,0,0,0,50,51883,S,4,23,36,3,0,0,0,11,38,0,3
53272,2,0, ,0, , ,16608,33,0,0,Kingsville,33,F,0,0,0,50,51883,S,4,23,36,3,0,0,0,11,38,0,3
53283,2,0, ,0, , ,16609,38,9,0,Foxton,38,M,0,0,0,36,51911,U,5,15,24,5,0,0,0,10,52,0,2
53287,4,0, ,0, , ,16610,36,7,203,Princeton,36,F,0,0,0,70,51925,M,4,29,36,0,1,5,28,12,17,34.347900390625,1
53290,2,0, ,0, , ,16611,53,25,0,Queensbury,53,M,0,0,0,55,51929,S,2,30,36,2,0,0,0,9,35,0,3
53300,2,0, ,0, , ,16612,38,6,0,Kingsville,38,M,0,0,0,59,51868,U,2,31,36,1,0,0,0,13,27,0,3
53300,3,0, ,0, , ,16613,38,6,0,Kingsville,38,M,0,0,0,59,51868,U,2,31,36,1,0,0,0,13,27,0,3
53301,3,0, ,0, , ,16614,47,14,93,Kingsville,47,M,0,0,0,44,51852,S,5,25,36,4,0,2,1,11,44,7.85566997528076,2
53301,2,0, ,0, , ,16615,47,14,93,Kingsville,47,M,0,0,0,44,51852,S,5,25,36,4,0,2,1,11,44,7.85566997528076,2
53302,2,0, ,0, , ,16616,50,23,0,Kingsville,50,F,0,0,0,53,51915,U,6,20,24,2,0,0,0,15,31,0,1
53305,1,0, ,0, , ,16617,34,2,358,Princeton,34,F,0,0,0,50,51930,U,7,39,48,3,0,3,2,11,37,8.5246696472168,1
53311,1,0, ,0, , ,16618,37,4,129,Queensbury,37,F,0,0,0,56,51909,U,4,12,24,2,0,3,2,6,36,9.68566036224365,3
53320,2,0, ,0, , ,16619,34,3,0,Kingsville,34,F,0,0,0,51,51946,M,2,40,48,3,0,0,0,8,40,0,1
53331,2,0, ,0, , ,16620,52,23,0,Princeton,52,F,0,0,0,62,51890,S,2,26,36,1,0,0,0,11,26,0,1
53334,1,0, ,0, , ,16621,51,15,142,Foxton,51,F,0,0,0,74,51926,U,6,40,48,0,0,2,1,8,16,7.90567016601562,3
53334,3,0, ,0, , ,16622,51,15,142,Foxton,51,F,0,0,0,74,51926,U,6,40,48,0,0,2,1,8,16,7.90567016601562,3
53335,2,0, ,0, , ,16623,45,18,0,Foxton,45,M,0,0,0,31,51913,S,5,14,24,6,0,0,0,22,45,0,1
53342,2,0, ,0, , ,16624,52,23,0,Princeton,52,M,0,0,0,30,51924,S,6,-3,0,6,2,0,0,9,59,0,2
53351,2,0, ,0, , ,16625,42,10,0,Catburg,42,F,0,0,0,59,51934,U,3,33,36,1,2,0,0,8,31,0,1
53356,2,1,7/29/2006 0:00:00,1, ,421,2732,52,24,56,Princeton,52,M,0,0,0,55,51923,U,5,25,36,2,1,3,2,5,39,9.64993953704834,1
53357,2,0, ,0, , ,16626,59,31,92,Kingsville,59,M,0,0,0,64,51914,M,4,31,36,1,4,3,3,7,28,12.1890001296997,3
53358,2,0, ,0, , ,16627,20,0,0,Foxton,20,M,0,0,0,51,51929,S,4,34,36,3,0,0,0,14,34,0,3
53363,4,0, ,0, , ,16628,46,19,199,Kingsville,46,M,0,0,0,53,51863,U,2,41,48,2,0,4,1,11,34,9.66567039489746,3
53363,3,0, ,0, , ,16629,46,19,199,Kingsville,46,M,0,0,0,53,51863,U,2,41,48,2,0,4,1,11,34,9.66567039489746,3
53366,3,0, ,0, , ,16630,44,16,93,Kingsville,44,M,0,0,0,53,51863,M,3,27,36,2,3,2,1,11,34,7.42232990264893,3
53366,2,0, ,0, , ,16631,44,16,93,Kingsville,44,M,0,0,0,53,51863,M,3,27,36,2,3,2,1,11,34,7.42232990264893,3
53373,4,0, ,0, , ,16632,34,5,160,Princeton,34,M,0,0,0,48,51863,S,4,40,48,3,1,4,3,3,48,11.2489995956421,3
53373,3,0, ,0, , ,16633,34,5,160,Princeton,34,M,0,0,0,48,51863,S,4,40,48,3,1,4,3,3,48,11.2489995956421,3
53377,4,0, ,0, , ,16634,38,8,233,Foxton,38,M,0,0,0,58,51890,U,7,22,24,1,2,4,2,16,25,8.55231952667236,2
53379,2,0, ,0, , ,16635,45,17,0,Ravensville,45,F,0,0,0,68,51936,M,7,-2,0,0,2,2,0,14,16,0,1
53382,2,0, ,0, , ,16636,32,4,0,Ravensville,32,M,0,0,0,67,51894,S,3,35,36,0,0,0,0,8,24,0,3
53384,2,0, ,0, , ,16637,30,0,127,Ravensville,30,F,0,0,0,52,51934,S,7,37,48,3,1,4,1,11,35,13.2189998626709,1
53384,3,0, ,0, , ,16638,30,0,127,Ravensville,30,F,0,0,0,52,51934,S,7,37,48,3,1,4,1,11,35,13.2189998626709,1
53388,3,0, ,0, , ,16639,42,13,140,Ravensville,42,F,0,0,0,20,51912,S,7,36,48,8,0,3,2,13,65,11.9673004150391,2
53388,2,0, ,0, , ,16640,42,13,140,Ravensville,42,F,0,0,0,20,51912,S,7,36,48,8,0,3,2,13,65,11.9673004150391,2
53390,3,0, ,0, , ,16641,49,22,40,Foxton,49,F,0,0,0,53,51886,M,4,33,36,3,0,3,1,10,35,11.8399000167847,2
53390,2,0, ,0, , ,16642,49,22,40,Foxton,49,F,0,0,0,53,51886,M,4,33,36,3,0,3,1,10,35,11.8399000167847,2
53392,2,1,7/1/2006 0:00:00,1, ,183,496,48,18,621,Foxton,48,M,0,0,1,46,51864,M,4,24,36,4,1,4,27,12,40,34.1295013427734,2
53394,2,0, ,0, , ,16643,37,8,0,Princeton,37,M,0,0,0,50,51919,U,2,37,48,3,0,0,0,18,30,0,1
53398,2,0, ,0, , ,16644,39,8,0,Queensbury,39,F,0,0,0,53,51949,U,3,17,24,2,0,0,0,4,41,0,2
53400,2,0, ,0, , ,16645,60,34,0,Kingsville,60,F,0,0,0,47,51933,S,2,13,24,4,0,0,0,23,29,0,2
53403,2,0, ,0, , ,16646,32,2,0,Foxton,32,M,0,0,0,55,51949,S,3,36,48,2,0,0,0,22,22,0,1
53410,2,0, ,0, , ,16647,33,7,132,Ravensville,33,F,0,0,0,48,51883,M,4,37,48,3,1,5,3,14,37,9.52194023132324,1
53411,2,0, ,0, , ,16648,52,25,0,Ravensville,52,M,0,0,0,62,51879,U,3,36,48,1,0,0,0,7,29,0,3
53415,2,0, ,0, , ,16649,50,23,0,Princeton,50,F,0,0,0,21,51902,U,1,11,24,8,2,0,0,27,50,0,3
53416,3,0, ,0, , ,16650,44,15,83,Ravensville,44,M,0,0,0,58,51889,M,2,22,24,2,0,6,3,9,32,12.0486001968384,1
53416,1,0, ,0, , ,16651,44,15,83,Ravensville,44,M,0,0,0,58,51889,M,2,22,24,2,0,6,3,9,32,12.0486001968384,1
53417,2,0, ,0, , ,16652,53,25,0,Queensbury,53,F,0,0,0,58,51889,M,1,33,36,2,2,0,0,9,32,0,2
53417,3,0, ,0, , ,16653,53,25,0,Queensbury,53,F,0,0,0,58,51889,M,1,33,36,2,2,0,0,9,32,0,2
53421,1,0, ,0, , ,16654,37,12,321,Princeton,37,F,0,0,0,58,51923,U,7,11,24,1,0,3,2,14,26,13.4506998062134,2
53428,2,0, ,0, , ,16655,26,0,0,Princeton,26,M,0,0,0,42,51894,S,4,12,24,4,1,0,0,14,42,0,1
53434,3,0, ,0, , ,16656,41,14,0,Kingsville,41,F,0,0,0,62,51929,M,4,-1,0,1,0,1,0,9,27,0,1
53434,2,0, ,0, , ,16657,41,14,0,Kingsville,41,F,0,0,0,62,51929,M,4,-1,0,1,0,1,0,9,27,0,1
53435,3,0, ,0, , ,16658,27,0,0,Catburg,27,M,0,0,0,62,51929,S,4,-6,0,1,0,0,0,9,27,0,2
53435,2,0, ,0, , ,16659,27,0,0,Catburg,27,M,0,0,0,62,51929,S,4,-6,0,1,0,0,0,9,27,0,2
53437,2,0, ,0, , ,16660,45,16,148,Foxton,45,M,0,0,0,43,51888,S,6,7,12,4,0,3,2,9,46,8.41466999053955,3
53441,2,0, ,0, , ,16661,30,0,0,Foxton,30,F,0,0,0,62,51886,S,3,-6,0,1,3,0,0,10,26,0,3
53451,2,0, ,0, , ,16662,42,10,0,Queensbury,42,F,0,0,0,58,51921,M,6,40,48,2,2,0,0,8,33,0,2
53453,2,0, ,0, , ,16663,46,20,100,Catburg,46,M,0,0,0,72,51891,S,6,17,24,0,0,2,1,11,15,8.76566982269287,3
53454,2,0, ,0, , ,16664,47,17,81,Princeton,47,M,0,0,0,51,51934,U,6,38,48,3,0,5,3,20,28,9.78098011016846,3
53456,2,0, ,0, , ,16665,36,7,0,Princeton,36,M,0,0,0,51,51934,M,6,39,48,3,2,0,0,20,28,0,3
53457,2,0, ,0, , ,16666,31,0,0,Queensbury,31,M,0,0,0,56,51871,S,5,31,36,2,0,0,0,9,34,0,3
53458,2,0, ,0, , ,16667,22,0,134,Ravensville,22,M,0,0,0,59,51946,S,2,14,24,1,0,5,2,10,29,10.7006998062134,3
53458,3,0, ,0, , ,16668,22,0,134,Ravensville,22,M,0,0,0,59,51946,S,2,14,24,1,0,5,2,10,29,10.7006998062134,3
53459,3,0, ,0, , ,16669,53,24,377,Queensbury,53,M,0,0,1,59,51946,M,1,30,36,1,1,0,17,10,29,23.9547996520996,1
53469,4,0, ,0, , ,16670,32,2,91,Queensbury,32,M,0,0,0,35,51862,M,5,41,48,5,1,3,2,14,49,10.1223001480103,3
53469,2,1,7/13/2006 0:00:00,1, ,421,1452,32,2,91,Queensbury,32,M,0,0,0,35,51862,M,5,41,48,5,1,3,2,14,49,10.1223001480103,3
53472,2,0, ,0, , ,16671,22,0,76,Queensbury,22,M,0,0,0,50,51893,S,3,28,36,3,1,1,1,9,40,11.6357002258301,1
53476,4,0, ,0, , ,16672,42,15,221,Princeton,42,M,0,0,0,53,51941,S,4,29,36,2,3,4,1,11,34,8.16567039489746,1
53476,3,0, ,0, , ,16673,42,15,221,Princeton,42,M,0,0,0,53,51941,S,4,29,36,2,3,4,1,11,34,8.16567039489746,1
53479,2,0, ,0, , ,16674,48,19,0,Ravensville,48,F,0,0,0,43,51869,U,6,18,24,4,0,0,0,6,49,0,1
53482,2,0, ,0, , ,16675,40,11,0,Ravensville,40,F,0,0,0,41,51851,S,4,5,12,5,1,0,0,11,46,0,3
53482,3,0, ,0, , ,16676,40,11,0,Ravensville,40,F,0,0,0,41,51851,S,4,5,12,5,1,0,0,11,46,0,3
53487,3,0, ,0, , ,16677,37,10,89,Ravensville,37,M,0,0,0,61,51912,U,4,41,48,1,5,2,2,11,27,8.35562038421631,3
53487,4,0, ,0, , ,16678,37,10,89,Ravensville,37,M,0,0,0,61,51912,U,4,41,48,1,5,2,2,11,27,8.35562038421631,3
53494,2,0, ,0, , ,16679,46,15,0,Queensbury,46,F,0,0,0,53,51915,M,5,-6,0,3,1,0,0,10,35,0,1
53496,2,0, ,0, , ,16680,50,20,0,Foxton,50,M,0,0,0,50,51907,M,6,5,12,3,0,0,0,9,39,0,1
53502,2,0, ,0, , ,16681,22,0,0,Kingsville,22,F,0,0,0,71,51944,S,6,18,24,0,2,0,0,11,16,0,1
53503,2,0, ,0, , ,16682,74,44,0,Catburg,74,M,0,0,0,60,51923,M,4,23,24,1,1,0,0,5,34,0,1
53505,3,0, ,0, , ,16683,39,12,100,Foxton,39,M,0,0,0,45,51927,U,4,37,48,4,1,3,1,15,39,12.8332996368408,3
53505,2,0, ,0, , ,16684,39,12,100,Foxton,39,M,0,0,0,45,51927,U,4,37,48,4,1,3,1,15,39,12.8332996368408,3
53516,2,0, ,0, , ,16685,32,0,275,Foxton,32,F,0,0,0,47,51948,S,3,21,24,3,0,1,1,11,40,8.80233001708984,2
53519,3,0, ,0, , ,16686,40,8,0,Kingsville,40,F,0,0,0,68,51896,U,2,36,48,0,0,0,0,10,21,0,2
53519,2,0, ,0, , ,16687,40,8,0,Kingsville,40,F,0,0,0,68,51896,U,2,36,48,0,0,0,0,10,21,0,2
53523,3,0, ,0, , ,16688,41,12,133,Catburg,41,F,0,0,0,77,51921,M,4,6,12,1,1,4,2,4,18,10.184700012207,2
53523,2,0, ,0, , ,16689,41,12,133,Catburg,41,F,0,0,0,77,51921,M,4,6,12,1,1,4,2,4,18,10.184700012207,2
